system_id,comp1,comp2,T_K,x1,y1,P_kPa,Psat1_kPa,Psat2_kPa,source,data_type
9,ethanol,n-heptane,298.15,0.0,0.0,6.1137,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.02,0.7064,20.464,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.04,0.788,28.0001,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.06,0.8135,31.5833,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.08,0.8215,32.8834,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.1,0.8215,32.8856,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.15,0.8048,30.4951,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.2,0.7757,27.3692,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.25,0.7396,24.6458,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.3,0.6991,22.5419,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.35,0.656,21.0239,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.4,0.6117,20.0066,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.45,0.5672,19.4094,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.5,0.5235,19.1696,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.55,0.4816,19.2412,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.6,0.4421,19.5896,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.65,0.4058,20.1828,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.7,0.3736,20.977,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.75,0.3467,21.8903,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.8,0.3269,22.7514,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.85,0.3185,23.1902,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.9,0.332,22.4044,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.95,0.4084,18.6323,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,0.98,0.5783,13.4519,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
9,ethanol,n-heptane,298.15,1.0,1.0,7.9237,7.9237,6.1137,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.0,0.0,12.3688,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.02,0.714,42.4957,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.04,0.7954,58.6702,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.06,0.8213,66.6172,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.08,0.8299,69.7293,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.1,0.8308,70.0377,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.15,0.8166,65.4409,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.2,0.7904,58.965,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.25,0.7574,53.1626,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.3,0.72,48.5846,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.35,0.6797,45.2075,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.4,0.6378,42.873,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.45,0.5953,41.4193,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.5,0.5532,40.7152,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.55,0.5124,40.6613,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.6,0.4736,41.1801,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.65,0.4378,42.199,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.7,0.4058,43.6216,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.75,0.3791,45.2769,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.8,0.3597,46.8187,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.85,0.3523,47.5205,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.9,0.3682,45.8369,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.95,0.4495,38.4379,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,0.98,0.6199,28.4941,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
10,ethanol,n-heptane,313.15,1.0,1.0,17.993,17.993,12.3688,Hiaki_1994_JCED39,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.0,0.0,6.1137,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.02,0.9011,60.808,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.04,0.9305,85.5955,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.06,0.9376,94.7603,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.08,0.9383,95.8583,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.1,0.9362,92.9358,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.15,0.9241,79.9649,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.2,0.9057,67.1334,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.25,0.8826,56.9585,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.3,0.8552,49.3484,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.35,0.8239,43.7698,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.4,0.789,39.7347,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.45,0.7508,36.8813,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.5,0.7097,34.9622,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.55,0.6661,33.8192,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.6,0.6204,33.3603,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.65,0.5734,33.5426,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.7,0.5262,34.3532,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.75,0.4803,35.7785,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.8,0.4385,37.7291,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.85,0.4055,39.8397,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.9,0.392,40.8973,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.95,0.437,37.1372,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,0.98,0.5823,28.389,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
11,methanol,n-heptane,298.15,1.0,1.0,16.8258,16.8258,6.1137,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.0,0.0,12.3688,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.02,0.8969,118.0085,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.04,0.9281,167.3376,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.06,0.9359,186.6261,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.08,0.9372,190.0419,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.1,0.9354,185.3187,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.15,0.9241,161.2636,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.2,0.9066,136.4236,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.25,0.8845,116.3217,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.3,0.8582,101.0843,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.35,0.8281,89.8013,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.4,0.7945,81.5701,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.45,0.7576,75.6992,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.5,0.7179,71.7055,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.55,0.6755,69.2732,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.6,0.6312,68.2131,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.65,0.5855,68.4279,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.7,0.5397,69.8745,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.75,0.4953,72.4999,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.8,0.455,76.0919,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.85,0.4238,79.8905,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.9,0.4128,81.5122,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.95,0.4618,73.8308,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,0.98,0.6088,57.0605,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
12,methanol,n-heptane,313.15,1.0,1.0,35.3619,35.3619,12.3688,Wolff_Hoeppel_1968/DECHEMA_I_Part2,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.0,0.0,6.1137,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.02,0.3833,9.7403,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.04,0.4967,11.7808,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.06,0.5429,12.8535,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.08,0.5618,13.3382,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.1,0.5669,13.4706,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.15,0.5506,13.0962,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.2,0.5156,12.4557,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.25,0.4736,11.9048,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.3,0.4298,11.5383,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.35,0.3868,11.3687,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.4,0.3463,11.3855,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.45,0.3091,11.5747,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.5,0.2754,11.9242,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.55,0.2455,12.424,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.6,0.2194,13.0632,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.65,0.197,13.8238,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.7,0.1785,14.6693,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.75,0.164,15.5226,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.8,0.1543,16.222,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.85,0.1518,16.434,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.9,0.1628,15.4705,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.95,0.2169,11.9007,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,0.98,0.3589,7.3583,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
13,1-propanol,n-heptane,298.15,1.0,1.0,2.6901,2.6901,6.1137,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.0,0.0,15.3655,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.02,0.4247,26.2384,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.04,0.542,32.5233,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.06,0.5896,35.9493,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.08,0.6098,37.5993,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.1,0.6165,38.1572,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.15,0.6045,37.2566,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.2,0.5737,35.3468,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.25,0.5348,33.565,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.3,0.4929,32.2446,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.35,0.4505,31.4498,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.4,0.4094,31.1611,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.45,0.3706,31.3397,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.5,0.3347,31.9482,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.55,0.3022,32.9526,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.6,0.2733,34.3163,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.65,0.2481,35.9852,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.7,0.2271,37.8597,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.75,0.2107,39.7417,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.8,0.2001,41.2329,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.85,0.1982,41.5323,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.9,0.2132,39.0251,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.95,0.2805,30.4221,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,0.98,0.4423,19.7394,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
14,1-propanol,n-heptane,318.15,1.0,1.0,8.8945,8.8945,15.3655,DECHEMA_I_Part2_p312,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.0,0.0,6.5995,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.02,0.6374,17.882,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.04,0.7362,24.2619,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.06,0.7705,27.635,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.08,0.7837,29.1678,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.1,0.7871,29.5849,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.15,0.7756,28.3218,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.2,0.75,26.0592,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.25,0.7168,23.9048,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.3,0.679,22.1589,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.35,0.6385,20.8627,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.4,0.5965,19.9818,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.45,0.5543,19.4677,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.5,0.5127,19.2776,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.55,0.4727,19.3772,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.6,0.4349,19.7384,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.65,0.4001,20.332,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.7,0.3693,21.1143,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.75,0.3436,22.0015,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.8,0.3251,22.8184,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.85,0.318,23.1926,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.9,0.3329,22.3277,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.95,0.4112,18.5033,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,0.98,0.5823,13.3588,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
15,ethanol,isooctane,298.15,1.0,1.0,7.9237,7.9237,6.5995,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.0,0.0,12.8925,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.02,0.6528,36.4772,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.04,0.7504,50.0829,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.06,0.7845,57.4746,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.08,0.7981,61.0021,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.1,0.8023,62.1451,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.15,0.7935,59.9248,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.2,0.7711,55.3272,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.25,0.7413,50.7855,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.3,0.707,47.0069,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.35,0.6696,44.1211,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.4,0.6305,42.0778,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.45,0.5906,40.7851,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.5,0.5508,40.1547,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.55,0.5121,40.113,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.6,0.4752,40.5969,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.65,0.4409,41.5407,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.7,0.4104,42.8507,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.75,0.3851,44.3571,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.8,0.3672,45.72,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.85,0.3614,46.2381,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
16,ethanol,isooctane,313.15,0.9,0.3793,44.4486,17.993,12.8925,Hiaki_1994/Font_2003_IEC,lit-NRTL-calc
